food_category,restaurant,item_name,item_description,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein
Entrees,Red Lobster,Admiral's Family Feast,"Admiral's Family Feast, Family Meals & Platters",4980,302,33,4,660,15080,393,23,61,171
Entrees,Red Lobster,Cajun Chicken Linguini Alfredo Family Meal,"Cajun Chicken Linguini Alfredo Family Meal, Family Meals & Platters",3460,166,61,7,610,9660,259,29,15,230
Entrees,Red Lobster,Chicken Breast Strips Platter,"Chicken Breast Strips Platter, Family Meals & Platters",4860,323,30,2,860,7520,160,5,46,331
Desserts,Red Lobster,Chocolate Wave Cake (14 slices),"Chocolate Wave Cake (14 slices), Family Meals & Platters",13020,746,226,9,1190,9400,1564,82,1085,118
Entrees,Red Lobster,Crab Linguini Alfredo Family Meal,"Crab Linguini Alfredo Family Meal, Family Meals & Platters",3060,184,66,7,390,6440,225,16,11,116
Entrees,Red Lobster,Create Your Own Family Feast – Golden-Fried Fish,"Create Your Own Family Feast – Golden-Fried Fish, Family Meals & Platters",2330,172,20,1,260,4640,119,8,22,78
Entrees,Red Lobster,Create Your Own Family Feast – Parrot Isle Jumbo Coconut Shrimp,"Create Your Own Family Feast – Parrot Isle Jumbo Coconut Shrimp, Family Meals & Platters",1520,91,28,1,290,1910,137,10,65,41
Entrees,Red Lobster,Create Your Own Family Feast – Shrimp Scampi,"Create Your Own Family Feast – Shrimp Scampi, Family Meals & Platters",870,70,13,2,410,3870,12,3,3,48
Entrees,Red Lobster,Create Your Own Family Feast – Walt's Favorite Shrimp,"Create Your Own Family Feast – Walt's Favorite Shrimp, Family Meals & Platters",690,25,2,0,160,4670,92,7,35,25
Entrees,Red Lobster,Crunchy Popcorn Shrimp Party Platter,"Crunchy Popcorn Shrimp Party Platter, Family Meals & Platters",2500,117,9,1,540,10010,270,25,48,92
Appetizers & Sides,Red Lobster,Family Baked Potatoes with Butter and Sour Cream,"Family Baked Potatoes with Butter and Sour Cream, Family Meals & Platters",1470,56,24,1,90,7120,224,23,15,28
Salads,Red Lobster,Family Caesar Salad,"Family Caesar Salad, Family Meals & Platters",870,75,15,1,75,1800,35,4,9,15
Appetizers & Sides,Red Lobster,Family French Fries,"Family French Fries, Family Meals & Platters",1730,62,5,1,0,6070,271,21,42,22
Entrees,Red Lobster,Parrot Isle Coconut Shrimp Family Meal,"Parrot Isle Coconut Shrimp Family Meal, Family Meals & Platters",3280,201,52,1,660,4560,270,23,97,98
Entrees,Red Lobster,Seaside Shrimp Trio Family Feast,"Seaside Shrimp Trio Family Feast, Family Meals & Platters",5090,270,79,9,1790,20750,393,33,62,254
Entrees,Red Lobster,Sesame-Soy Salmon Family Bowl,"Sesame-Soy Salmon Family Bowl, Family Meals & Platters",3530,164,38,0.5,365,8060,325,35,113,181
Entrees,Red Lobster,Shrimp Linguini Alfredo Family Meal,"Shrimp Linguini Alfredo Family Meal, Family Meals & Platters",2970,156,62,7,1060,9080,226,18,12,158
Entrees,Red Lobster,Shrimp Scampi Family Meal,"Shrimp Scampi Family Meal, Family Meals & Platters",1730,140,26,4,830,7740,24,6,6,95
Entrees,Red Lobster,Signature Jumbo Shrimp Cocktail Platter (1 1/4 lb),"Signature Jumbo Shrimp Cocktail Platter (1 1/4 lb), Family Meals & Platters",500,1.5,0.5,0,665,3980,40,4,30,82
Entrees,Red Lobster,Ultimate Family Feast,"Ultimate Family Feast, Family Meals & Platters",4210,300,130,2,1820,17130,167,16,51,207
Entrees,Red Lobster,Walt's Favorite Shrimp Family Meal,"Walt's Favorite Shrimp Family Meal, Family Meals & Platters",1690,73,6,0,470,9380,190,14,37,68
Beverages,Red Lobster,Berry Sunset Lobsterita - Frozen,"Berry Sunset Lobsterita - Frozen, Lobsterfest",440,0,0,0,0,120,65,1,58,0
Entrees,Red Lobster,Live Maine Lobster (1 1/4 lb. Steamed),"Live Maine Lobster (1 1/4 lb. Steamed), Lobsterfest, From the Sea",440,34,21,0,295,290,0,0,0,33
Entrees,Red Lobster,Live Maine Lobster (1 1/4 lb. Stuffed),"Live Maine Lobster (1 1/4 lb. Stuffed), Lobsterfest, From the Sea",610,41,23,0,365,950,12,0,2,45
Sandwiches,Red Lobster,Lobster & Shrimp Tacos,"Lobster & Shrimp Tacos, Lobsterfest",1120,37,6,0,150,6620,158,11,12,39
Entrees,Red Lobster,Lobster & Shrimp Topped Sirloin,"Lobster & Shrimp Topped Sirloin, Lobsterfest",1000,72,36,2.5,460,3350,7,2,2,78
Appetizers & Sides,Red Lobster,Lobster-Topped Mashed Potatoes,"Lobster-Topped Mashed Potatoes, Lobsterfest",320,17,9,0,80,1000,30,3,4,11
Entrees,Red Lobster,Lobster Lover's Dream with Cajun Chicken Alfredo,"Lobster Lover's Dream with Cajun Chicken Alfredo, Lobsterfest",2100,150,53,4,490,4170,84,10,5,103
Entrees,Red Lobster,Lobster Lover's Dream with Shrimp Alfredo,"Lobster Lover's Dream with Shrimp Alfredo, Lobsterfest",2020,140,53,4,670,4390,76,7,4,92
Beverages,Red Lobster,Passion Fruit Lobsterita - Frozen,"Passion Fruit Lobsterita - Frozen, Lobsterfest",580,0,0,0,0,290,104,0,100,0
Beverages,Red Lobster,Passion Fruit Lobsterita - Rocks,"Passion Fruit Lobsterita - Rocks, Lobsterfest",460,0,0,0,0,190,72,0,70,0
Appetizers & Sides,Red Lobster,Crispy Green Beans,"Crispy Green Beans, Starters",720,58,7,0,15,1410,50,6,5,7
Burgers,Red Lobster,Bacon Cheeseburger,"Bacon Cheeseburger, Handhelds",750,36,15,1,190,1890,43,3,8,61
Sandwiches,Red Lobster,Crunch-Fried Flounder Sandwich,"Crunch-Fried Flounder Sandwich, Handhelds",1000,59,8,0.5,85,2190,87,4,14,30
Entrees,Red Lobster,Garlic Shrimp Skewers,"Garlic Shrimp Skewers, From the Sea",380,11,2,0,205,1810,42,2,1,26
Appetizers & Sides,Red Lobster,Garlic Shrimp Skewers - Add a Skewer,"Garlic Shrimp Skewers - Add a Skewer, From the Sea",80,4,1,0,105,580,1,0,0,11
Entrees,Red Lobster,Lobster-Topped Stuffed Flounder,"Lobster-Topped Stuffed Flounder, From the Sea",510,32,9,1,200,1630,15,0,3,40
Appetizers & Sides,Red Lobster,Parrot Isle Jumbo Coconut Shrimp - Add Five More,"Parrot Isle Jumbo Coconut Shrimp - Add Five More, From the Sea",470,36,7,0,120,870,41,4,8,19
Entrees,Red Lobster,Crispy Chicken Tenders,"Crispy Chicken Tenders, Land",950,56,4,0,195,1490,28,1,0,82
Entrees,Red Lobster,Steak: 6 oz. Filet Mignon,"Steak: 6 oz. Filet Mignon, Land",250,12,4,0.5,90,620,2,0,1,34
Entrees,Red Lobster,Steak: 10 oz. NY Strip,"Steak: 10 oz. NY Strip, Land",580,35,13,2,175,1970,2,1,0,66
Entrees,Red Lobster,Caribbean Rock Lobster & Shrimp,"Caribbean Rock Lobster & Shrimp, Seafood Combinations",920,63,26,1,320,2730,47,3,2,43
Entrees,Red Lobster,Surf & Turf: Maine Lobster Tail & 7 oz. Sirloin,"Surf & Turf: Maine Lobster Tail & 7 oz. Sirloin, Seafood Combinations",680,50,25,1,310,1690,2,1,1,54
Entrees,Red Lobster,Surf & Turf: Walt's Favorite Shrimp & 7 oz. Sirloin,"Surf & Turf: Walt's Favorite Shrimp & 7 oz. Sirloin, Seafood Combinations",560,23,4,0,200,2710,36,4,10,53
Entrees,Red Lobster,CYO-7 oz. Wood-Grilled Sirloin,"CYO-7 oz. Wood-Grilled Sirloin, Create Your Own Combination",260,11,3,0,120,950,1,0,0,41
Entrees,Red Lobster,CYO-Atlantic Salmon (Blackened),"CYO-Atlantic Salmon (Blackened), Create Your Own Combination",320,20,4,0,90,200,2,1,0,32
Entrees,Red Lobster,CYO-Atlantic Salmon (Grilled),"CYO-Atlantic Salmon (Grilled), Create Your Own Combination",310,19,3.5,0,90,490,0,0,0,32
Entrees,Red Lobster,CYO-Atlantic Salmon (Oven-Broiled),"CYO-Atlantic Salmon (Oven-Broiled), Create Your Own Combination",310,19,4,0,90,120,0,0,0,32
Entrees,Red Lobster,CYO-Bay Scallops (Crispy),"CYO-Bay Scallops (Crispy), Create Your Own Combination",710,36,2.5,0,50,1920,61,3,13,33
Entrees,Red Lobster,CYO-Crispy Clam Strips,"CYO-Crispy Clam Strips, Create Your Own Combination",960,65,7,0,45,1980,74,5,8,20
Entrees,Red Lobster,CYO-Grilled Sea Scallops (with rice),"CYO-Grilled Sea Scallops (with rice), Create Your Own Combination",300,7,1,0,30,1180,43,2,1,17
Entrees,Red Lobster,CYO-Parrot Isle Jumbo Coconut Shrimp,"CYO-Parrot Isle Jumbo Coconut Shrimp, Create Your Own Combination",660,41,11,0,135,910,55,5,20,20
Entrees,Red Lobster,CYO-Wild-Caught Broiled Flounder,"CYO-Wild-Caught Broiled Flounder, Create Your Own Combination",150,8,1.5,0,65,550,0,0,0,18
Entrees,Red Lobster,CYO-Wild-Caught Crispy Flounder,"CYO-Wild-Caught Crispy Flounder, Create Your Own Combination",680,46,6,0,75,1620,43,1,4,22
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Garlic Shrimp Scampi (Initial Order),"Ultimate Endless Shrimp Monday - Garlic Shrimp Scampi (Initial Order), Daily Deals",250,18,3,1,180,1400,3,1,1,20
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Garlic Shrimp Scampi (Refill),"Ultimate Endless Shrimp Monday - Garlic Shrimp Scampi (Refill), Daily Deals",220,18,3,1,100,970,3,1,1,12
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Grilled Shrimp (Initial Order),"Ultimate Endless Shrimp Monday - Grilled Shrimp (Initial Order), Daily Deals",380,11,2,0,205,180,42,2,1,26
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Grilled Shrimp (Refill),"Ultimate Endless Shrimp Monday - Grilled Shrimp (Refill), Daily Deals",80,4,1,0,105,580,0,0,0,11
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Parrot Isle Coconut Shrimp (Initial Order),"Ultimate Endless Shrimp Monday - Parrot Isle Coconut Shrimp (Initial Order), Daily Deals",660,41,11,0,135,910,55,5,20,20
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Parrot Isle Coconut Shrimp (Refill),"Ultimate Endless Shrimp Monday - Parrot Isle Coconut Shrimp (Refill), Daily Deals",660,41,11,0,135,910,55,5,20,20
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Shrimp Linguini Alfredo (Initial Order),"Ultimate Endless Shrimp Monday - Shrimp Linguini Alfredo (Initial Order), Daily Deals",630,32,13,1,150,1520,57,5,3,27
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Shrimp Linguini Alfredo (Refill),"Ultimate Endless Shrimp Monday - Shrimp Linguini Alfredo (Refill), Daily Deals",630,32,13,1,150,1520,57,5,3,27
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Walt's Favorite Shrimp (Initial Order),"Ultimate Endless Shrimp Monday - Walt's Favorite Shrimp (Initial Order), Daily Deals",300,12,1,0,80,1760,35,3,9,12
Entrees,Red Lobster,Ultimate Endless Shrimp Monday - Walt's Favorite Shrimp (Refill),"Ultimate Endless Shrimp Monday - Walt's Favorite Shrimp (Refill), Daily Deals",300,12,1,0,80,1760,35,3,9,12
Appetizers & Sides,Red Lobster,Grilled Shrimp Skewer Add-On,"Grilled Shrimp Skewer Add-On, Add to Any Entrée",80,4,1,0,105,580,0,0,0,11
Appetizers & Sides,Red Lobster,Popcorn Shrimp Add-On,"Popcorn Shrimp Add-On, Add to Any Entrée",430,19,1.5,0,90,1860,49,5,11,16
Appetizers & Sides,Red Lobster,Snow Crab Legs Add-On,"Snow Crab Legs Add-On, Add to Any Entrée",370,34,21,0,150,940,1,0,0,16
Appetizers & Sides,Red Lobster,Fresh Broccoli,"Fresh Broccoli, Classic Sides",170,14,9,0,35,610,10,3,2,4
Appetizers & Sides,Red Lobster,Lobster-Topped Mashed Potatoes,"Lobster-Topped Mashed Potatoes, Classic Sides",320,17,9,0,80,1000,30,3,4,11
Appetizers & Sides,Red Lobster,Orzo Rice,"Orzo Rice, Classic Sides",230,5,0,0,0,640,41,1,0,4
Appetizers & Sides,Red Lobster,Bacon Mac & Cheese,"Bacon Mac & Cheese, Premium Sides",630,37,21,1,110,1690,47,1,5,26
Desserts,Red Lobster,Meyer Lemon Cake,"Meyer Lemon Cake, Desserts",470,26,13,0,140,160,56,0,37,4
Entrees,Red Lobster,Garlic Shrimp Scampi - Lunch,"Garlic Shrimp Scampi - Lunch, Weekday Lunch Specials",250,18,3.5,1,175,1400,3,0,0,20
Entrees,Red Lobster,Grilled Atlantic Salmon-Lunch,"Grilled Atlantic Salmon-Lunch, Weekday Lunch Specials",310,19,4,0,90,400,0,0,0,32
Entrees,Red Lobster,Parrot Isle Jumbo Coconut Shrimp - Lunch,"Parrot Isle Jumbo Coconut Shrimp - Lunch, Weekday Lunch Specials",660,41,11,0,135,910,55,5,20,20
Entrees,Red Lobster,Popcorn Shrimp,"Popcorn Shrimp, Weekday Lunch Specials",430,19,1.5,0,90,1860,49,5,11,16
Entrees,Red Lobster,Shrimp Linguini Alfredo-Lunch,"Shrimp Linguini Alfredo-Lunch, Weekday Lunch Specials",990,52,21,2.5,355,3030,75,6,4,53
Entrees,Red Lobster,Walt's Favorite Shrimp-Lunch,"Walt's Favorite Shrimp-Lunch, Weekday Lunch Specials",300,12,1,0,80,1760,35,3,9,12
Entrees,Red Lobster,Wild-Caught Broiled Flounder-Lunch,"Wild-Caught Broiled Flounder-Lunch, Weekday Lunch Specials",300,16,3,0,130,1100,1,0,0,35
Entrees,Red Lobster,Wild-Caught Crispy Flounder-Lunch,"Wild-Caught Crispy Flounder-Lunch, Weekday Lunch Specials",1140,71,8,0,140,3060,81,2,5,44
Entrees,Red Lobster,Kids Chicken Tenders,"Kids Chicken Tenders, Kids Menu",680,45,5,0,55,1490,28,3,9,24
Toppings & Ingredients,Red Lobster,BBQ Sauce,"BBQ Sauce, Dressings & Condiments",70,0,0,0,0,290,18,0,17,0
Beverages,Red Lobster,12 oz. Bottled Beer - Light,"12 oz. Bottled Beer - Light, Beer, Beverages",100,0,0,0,0,15,6,0,0,0
Beverages,Red Lobster,12 oz. Bottled Beer - Regular,"12 oz. Bottled Beer - Regular, Beer, Beverages",150,0,0,0,0,15,13,0,0,2
Beverages,Red Lobster,Berry Sunset Lobsterita - Frozen,"Berry Sunset Lobsterita - Frozen, Cocktails, Beverages",440,0,0,0,0,120,65,1,58,0
Beverages,Red Lobster,Passion Fruit Lobsterita - Frozen,"Passion Fruit Lobsterita - Frozen, Cocktails, Beverages",580,0,0,0,0,290,104,0,100,0
Beverages,Red Lobster,Passion Fruit Lobsterita - Rocks,"Passion Fruit Lobsterita - Rocks, Cocktails, Beverages",460,0,0,0,0,190,72,0,70,0
Appetizers & Sides,Red Lobster,Family Seasoned Broccoli,"Family Seasoned Broccoli, Family Meals & Platters",520,42,26,0,110,1840,30,9,7,11
Appetizers & Sides,Red Robin,Mandarin Oranges,"Mandarin Oranges, Kids Menu",30,0,0,0,0,0,8,1,7,0
Appetizers & Sides,Red Robin,Steamed Broccoli,"Steamed Broccoli, Kids Menu",15,0,0,0,0,15,3,1,0,2
Appetizers & Sides,Red Robin,Towering Onion Rings,"Towering Onion Rings, Appetizers",1290,57,10,1,50,3550,179,7,42,17
Beverages,Red Robin,Apple Juice,"Apple Juice, Kids Menu",80,0,0,0,0,10,19,0,18,0
Beverages,Red Robin,Chocolate Milk,"Chocolate Milk, Kids Menu",200,2.5,1.5,0,10,125,36,1,32,9
Beverages,Red Robin,"Freckled Lemonade, Kid","Freckled Lemonade, Kid, Bottomless Beverages",110,0,0,0,0,10,28,0,27,0
Beverages,Red Robin,Milk,"Milk, Kids Menu",140,3.5,2,0,15,150,17,0,17,11
Beverages,Red Robin,Orange Juice,"Orange Juice, Kids Menu",80,0.5,0,0,0,0,19,0,16,1
Beverages,Red Robin,"Root Beer Float, Kid","Root Beer Float, Kid, Bottomless Beverages",190,2.5,45,0,0,50,41,0,34,3
Beverages,Red Robin,"Coca-Cola Classic, Adult","Coca-Cola Classic, Adult, Bottomless Beverages",120,0,0,0,0,40,33,0,33,0
Beverages,Red Robin,"Barq’s  Root Beer, Adult","Barq’s  Root Beer, Adult, Bottomless Beverages",130,0,0,0,0,60,38,0,38,0
Beverages,Red Robin,"Diet Coke, Adult","Diet Coke, Adult, Bottomless Beverages",0,0,0,0,0,35,0,0,0,0
Beverages,Red Robin,"Dr Pepper, Adult","Dr Pepper, Adult, Bottomless Beverages",130,0,0,0,0,50,33,0,32,0
Beverages,Red Robin,"Freckled Lemonade, Adult","Freckled Lemonade, Adult, Bottomless Beverages",150,0,0,0,0,10,38,0,37,0
Beverages,Red Robin,"Root Beer Float, Adult","Root Beer Float, Adult, Bottomless Beverages",580,7,135,0.5,15,160,132,0,110,9
Beverages,Red Robin,"Sprite, Adult","Sprite, Adult, Bottomless Beverages",130,0,0,0,0,30,34,0,30,0
Beverages,Red Robin,Very Berry Raspberry Limeade,Very Berry Raspberry Limeade,180,0,0,0,0,20,46,0,43,0
Beverages,Red Robin,"Milkshake (Chocolate), Kid","Milkshake (Chocolate), Kid, Milkshakes & Malts",540,21,13,0.5,80,200,77,1,66,11
Beverages,Red Robin,"Milkshake (Strawberry), Kid","Milkshake (Strawberry), Kid, Milkshakes & Malts",510,21,13,0.5,80,180,72,1,65,10
Beverages,Red Robin,"Milkshake (Vanilla), Kid","Milkshake (Vanilla), Kid, Milkshakes & Malts",500,21,13,0.5,80,180,69,0,62,10
Beverages,Red Robin,"Malt (Chocolate), Kid","Malt (Chocolate), Kid, Milkshakes & Malts",570,22,13,0.5,80,220,83,2,71,12
Beverages,Red Robin,"Malt (Strawberry), Kid","Malt (Strawberry), Kid, Milkshakes & Malts",550,22,13,0.5,80,200,78,1,70,11
Beverages,Red Robin,"Malt (Vanilla), Kid","Malt (Vanilla), Kid, Milkshakes & Malts",530,22,13,0.5,80,200,75,0,66,11
Beverages,Red Robin,"Milkshake (Chocolate), Monster","Milkshake (Chocolate), Monster, Milkshakes & Malts",1020,38,24,1.5,145,380,150,3,128,21
Beverages,Red Robin,"Milkshake (Strawberry), Monster","Milkshake (Strawberry), Monster, Milkshakes & Malts",930,38,24,1.5,145,350,130,2,116,20
Beverages,Red Robin,"Milkshake (Vanilla), Monster","Milkshake (Vanilla), Monster, Milkshakes & Malts",940,38,24,1.5,145,350,133,0,119,19
Beverages,Red Robin,"Malt (Strawberry), Monster","Malt (Strawberry), Monster, Milkshakes & Malts",990,39,25,1.5,150,400,140,2,124,22
Beverages,Red Robin,"Malt (Vanilla), Monster","Malt (Vanilla), Monster, Milkshakes & Malts",1000,39,25,1.5,150,400,143,1,127,20
Beverages,Red Robin,Spiked Freckled Lemonade,"Spiked Freckled Lemonade, From the Bar",270,0,0,0,0,10,41,0,40,3
Beverages,Red Robin,Sand in Your Shorts,"Sand in Your Shorts, From the Bar",350,0.5,0,0,0,10,61,0,50,0
Beverages,Red Robin,Tropical Mai Tai,"Tropical Mai Tai, From the Bar",320,0,0,0,0,25,47,1,42,0
Beverages,Red Robin,"Bud Light, 12oz","Bud Light, 12oz, Beer",100,0,0,0,0,10,5,0,0,0
Beverages,Red Robin,"Coors Light, 12oz","Coors Light, 12oz, Beer",100,0,0,0,0,10,5,0,0,1
Beverages,Red Robin,"Corona Extra, 12oz","Corona Extra, 12oz, Beer",150,0,0,0,0,0,14,0,0,1
Beverages,Red Robin,"Guinness, 12oz Bottle","Guinness, 12oz Bottle, Beer",130,0,0,0,0,10,0,0,0,1
Burgers,Red Robin,Burnin’ Love,"Burnin’ Love, Bottomless Steak Fries, Gourmet Burgers",910,61,19,1.5,135,1190,56,4,11,42
Burgers,Red Robin,The Big Tavern,"The Big Tavern, Tavern Burgers",730,43,17,1.5,130,1370,47,2,12,40
Burgers,Red Robin,Keep It Simple w/ Beef,"Keep It Simple w/ Beef, Bottomless Steak Fries, Gourmet Burgers",540,24,9,1,90,1190,46,3,10,35
Burgers,Red Robin,Banzai,"Banzai, Bottomless Steak Fries, Gourmet Burgers",950,60,19,2,135,1360,61,3,22,42
Burgers,Red Robin,Whiskey River  BBQ,"Whiskey River  BBQ, Bottomless Steak Fries, Gourmet Burgers",1140,75,21,2,135,1340,73,4,22,44
Sandwiches,Red Robin,Grilled Turkey,"Grilled Turkey, Bottomless Steak Fries, Sandwiches & Wraps",670,41,9,0.5,95,1100,46,2,9,29
Desserts,Red Robin,Gooey Chocolate Brownie Cake,"Gooey Chocolate Brownie Cake, Desserts",880,33,78,0.5,80,310,139,2,99,12
Desserts,Red Robin,Mountain High Mudd Pie,"Mountain High Mudd Pie, Desserts",1340,59,40,1,120,570,188,7,129,18
Entrees,Red Robin,Arctic Cod Fish & Chips,"Arctic Cod Fish & Chips, Steak Fries, Entrees",1520,90,15,1,135,2510,135,11,11,45
Entrees,Red Robin,Ensenada Chicken  Platter,"Ensenada Chicken  Platter, Entrees",400,14,3.5,0,190,2360,13,5,6,57
Fried Potatoes,Red Robin,Steak Fries,"Steak Fries, Kids Menu",210,10,1.5,0,0,160,29,3,0,3
Fried Potatoes,Red Robin,Bottomless Steak Fries  (per serving),"Bottomless Steak Fries  (per serving), Substitutions & Sides",360,16,3,0,0,160,49,5,0,5
Fried Potatoes,Red Robin,Sweet Potato Fries,"Sweet Potato Fries, Kids Menu",270,14,12,0,0,390,35,5,12,3
Salads,Red Robin,Side Salad,"Side Salad, Kids Menu",5,0,0,0,0,5,1,0,0,0
Salads,Red Robin,Avo-Cobb-O Salad,"Avo-Cobb-O Salad, Salads",510,26,9,0.5,295,1420,25,9,8,50
Salads,Red Robin,Crispy Chicken Tender Salad,"Crispy Chicken Tender Salad, Salads",880,50,14,0.5,270,1470,60,7,8,38
Salads,Red Robin,Simply Grilled Chicken Salad,"Simply Grilled Chicken Salad, Salads",280,8,3.5,0,105,870,19,6,7,35
Sandwiches,Red Robin,Teriyaki Chicken,"Teriyaki Chicken, Bottomless Steak Fries, Sandwiches & Wraps",780,41,12,1,135,1630,61,4,22,43
Sandwiches,Red Robin,Whiskey River  BBQ Chicken,"Whiskey River  BBQ Chicken, Bottomless Steak Fries, Sandwiches & Wraps",960,56,14,1,135,1730,74,5,23,44
Sandwiches,Red Robin,BLTA Croissant,"BLTA Croissant, Bottomless Steak Fries, Sandwiches & Wraps",680,40,14,0.5,55,1220,49,5,8,31
Sandwiches,Red Robin,Whiskey River  BBQ Chicken Wrap,"Whiskey River  BBQ Chicken Wrap, Bottomless Steak Fries, Sandwiches & Wraps",1030,58,19,1,125,2320,81,4,14,43
Sandwiches,Red Robin,California Chicken,"California Chicken, Bottomless Steak Fries, Sandwiches & Wraps",710,36,10,0.5,135,2070,49,6,11,51
Appetizers & Sides,Red Robin,The O-Ring Shorty,"The O-Ring Shorty, Appetizers",910,56,10,1,45,2130,94,4,27,9
Appetizers & Sides,Red Robin,Pretzel Bites,"Pretzel Bites, Appetizers",810,40,11,0.5,30,1780,95,9,6,16
Beverages,Red Robin,Silver Patrón  Margarita (Rocks and Frozen),"Silver Patrón  Margarita (Rocks and Frozen), From the Bar",190,0,0,0,0,910,22,0,14,0
Burgers,Red Robin,Burnin’ Love Chicken,"Burnin’ Love Chicken, Bottomless Steak Fries, Gourmet Burgers",740,43,12,0.5,130,1720,57,5,12,43
Entrees,Red Robin,"Ensenada Chicken  Platter, One Chicken Breast","Ensenada Chicken  Platter, One Chicken Breast, Entrees",210,7,1.5,0,95,1310,8,3,4,29
Entrees,Red Robin,Clucks & Fries,"Clucks & Fries, Entrees",1330,82,15,1,100,1990,104,9,4,26
Appetizers & Sides,Red Robin,Onion Rings,"Onion Rings, Kids Menu, Substitutions & Sides",280,1,0,0,5,1020,61,3,11,6
Beverages,Red Robin,Poppin’ Purple Lemonade,"Poppin’ Purple Lemonade, Bottomless Beverages",190,0,0,0,0,10,47,0,45,0
Beverages,Red Robin,Raspberry Cream Soda,"Raspberry Cream Soda, Bottomless Beverages",210,3,1.5,0,10,25,46,0,43,0
Beverages,Red Robin,Orange Cream Soda,"Orange Cream Soda, Bottomless Beverages",220,3,1.5,0,10,25,47,0,44,0
Beverages,Red Robin,"Blue Moon  Belgian White, 12oz","Blue Moon  Belgian White, 12oz, Beer",170,0,0,0,0,15,14,0,11,2
Beverages,Red Robin,"Samuel Adams Boston Lager, 12oz","Samuel Adams Boston Lager, 12oz, Beer",170,0,0,0,0,25,19,0,2,2
Beverages,Red Robin,"Stella Artois, 12oz","Stella Artois, 12oz, Beer",150,0,0,0,0,45,12,0,2,1
Beverages,Red Robin,"Heineken, 12oz","Heineken, 12oz, Beer",140,0,0,0,0,10,11,0,2,0
Beverages,Red Robin,"Michelob Ultra, 12 oz","Michelob Ultra, 12 oz, Beer",100,0,0,0,0,15,3,0,0,1
Burgers,Red Robin,Black & Bleu,"Black & Bleu, Bottomless Steak Fries, Red Robin's Finest Burgers",870,55,17,1.5,130,1190,53,4,12,40
Burgers,Red Robin,Smoke & Pepper,"Smoke & Pepper, Bottomless Steak Fries, Red Robin's Finest Burgers",800,40,17,1.5,145,1480,57,2,17,52
Sandwiches,Red Robin,Crispy Chicken,"Crispy Chicken, Bottomless Steak Fries, Sandwiches & Wraps",930,57,11,0.5,80,2210,70,5,11,35
Toppings & Ingredients,Red Robin,Smoke & Pepper  Ketchup,"Smoke & Pepper  Ketchup, Dipping Sauces",90,0,0,0,0,690,23,0,17,1
Toppings & Ingredients,Red Robin,Buzzard,"Buzzard, Dipping Sauces",140,16,7,0,0,1640,0,0,0,0
Toppings & Ingredients,Red Robin,Sweet & Spicy Ketchup,"Sweet & Spicy Ketchup, Dipping Sauces",130,0,0,0,0,350,33,0,30,0
Toppings & Ingredients,Red Robin,Red’s Secret Tavern Sauce,"Red’s Secret Tavern Sauce, Dipping Sauces",190,18,3,0.5,15,440,7,0,6,0
Toppings & Ingredients,Red Robin,Ranch,"Ranch, Dipping Sauces",260,27,5,0.5,20,380,4,0,2,1
Appetizers & Sides,Red Robin,Lil’ Appetites Corn Doggies,"Lil’ Appetites Corn Doggies, Kids Menu",350,22,5,0,70,830,29,1,5,10
Entrees,Red Robin,Corn Doggies,"Corn Doggies, Choice of Side, Kids Menu",530,33,8,0,105,1250,43,2,7,16
Entrees,Red Robin,Cluck-A-Doodles,"Cluck-A-Doodles, Choice of Side, Kids Menu",540,29,5,0,60,1010,38,3,0,15
Appetizers & Sides,Red Robin,Lil’ Appetites Cluck-A-Doodles,"Lil’ Appetites Cluck-A-Doodles, Kids Menu",360,20,3.5,0,40,720,26,2,0,10
Desserts,Red Robin,Cinnamon Sugar Doh! Ring Shorty,"Cinnamon Sugar Doh! Ring Shorty, Desserts",770,26,15,0.5,5,620,129,3,62,10
Entrees,Red Robin,Mac It Yours,Mac It Yours,380,19,4.5,0.5,15,860,39,0,11,13
Burgers,Red Robin,The Big Pig Out,"The Big Pig Out, Tavern Burgers",1070,70,23,2,170,1540,62,2,25,52
Burgers,Red Robin,Pig Out Tavern Double,"Pig Out Tavern Double, Tavern Burgers",790,50,17,12,145,1280,41,0,13,45
Beverages,Red Robin,Pineapple Juice,"Pineapple Juice, Kids Menu",110,0,0,0,0,15,26,0,26,0
Burgers,Red Robin,Red’s Tavern Double,"Red’s Tavern Double, Tavern Burgers",600,35,14,11,120,1230,33,0,7,36
Burgers,Red Robin,The Southern Charm Burger,"The Southern Charm Burger, Bottomless Steak Fries, Red Robin's Finest Burgers",1140,67,21,2,160,1270,81,3,43,52
Desserts,Red Robin,Cinnamon Sugar Doh! Rings,"Cinnamon Sugar Doh! Rings, Desserts",1550,51,31,0.5,10,1230,259,6,124,19
